city1,city2,scaled_flow
DongGuan,FoShan,37.9068613171875
DongGuan,GuangZhou,124.5353001159375
DongGuan,HuiZhou,128.42048518874998
DongGuan,JiangMen,16.042442556375
DongGuan,ShenZhen,174.67580056499997
DongGuan,ZhaoQing,15.6230601406875
DongGuan,ZhongShan,12.977204551874996
DongGuan,ZhuHai,14.259867344999998
FoShan,GuangZhou,382.28718609
FoShan,HuiZhou,30.8540787271875
FoShan,JiangMen,90.6144754224375
FoShan,ShenZhen,45.2156176569375
FoShan,ZhaoQing,142.126346503125
FoShan,ZhongShan,55.45618232624998
FoShan,ZhuHai,34.945375508999994
GuangZhou,HuiZhou,117.897113165625
GuangZhou,JiangMen,85.6445823781875
GuangZhou,ShenZhen,121.6377768031875
GuangZhou,ZhaoQing,95.475142371375
GuangZhou,ZhongShan,56.82175102406249
GuangZhou,ZhuHai,70.3942993693125
HuiZhou,JiangMen,7.9074111600000005
HuiZhou,ShenZhen,238.04983480443752
HuiZhou,ZhaoQing,8.31212958375
HuiZhou,ZhongShan,9.130855156874999
HuiZhou,ZhuHai,9.7825325011875
JiangMen,ShenZhen,21.8250707225625
JiangMen,ZhaoQing,22.1211090061875
JiangMen,ZhongShan,42.24690227981249
JiangMen,ZhuHai,43.640137823625
ShenZhen,ZhaoQing,15.685732994624999
ShenZhen,ZhongShan,24.632788069687493
ShenZhen,ZhuHai,35.0079405975
ZhaoQing,ZhongShan,21.488637430125003
ZhaoQing,ZhuHai,9.51616821825
ZhongShan,ZhuHai,130.39375539937495
