city1,city2,scaled_flow
DongGuan,FoShan,69.3274724748
DongGuan,GuangZhou,280.2099753216
DongGuan,HuiZhou,234.73128203568
DongGuan,JiangMen,17.71532841024
DongGuan,ShenZhen,614.5087858595999
DongGuan,ZhaoQing,13.75582059144
DongGuan,ZhongShan,34.833818692799994
DongGuan,ZhuHai,15.37232319252
FoShan,GuangZhou,687.37856826456
FoShan,HuiZhou,23.81282512632
FoShan,JiangMen,87.80219785079998
FoShan,ShenZhen,59.215636019520005
FoShan,ZhaoQing,115.61847740388001
FoShan,ZhongShan,138.83950863180002
FoShan,ZhuHai,21.688840174680003
GuangZhou,HuiZhou,101.97974728224
GuangZhou,JiangMen,64.24099494912001
GuangZhou,ShenZhen,194.00066643707993
GuangZhou,ZhaoQing,75.07252424555998
GuangZhou,ZhongShan,94.14135087084
GuangZhou,ZhuHai,49.376568769559995
HuiZhou,JiangMen,4.6997816292
HuiZhou,ShenZhen,357.7520092669201
HuiZhou,ZhaoQing,4.12163603028
HuiZhou,ZhongShan,9.202534527240001
HuiZhou,ZhuHai,5.271594539400001
JiangMen,ShenZhen,17.11214185752
JiangMen,ZhaoQing,9.041088588480001
JiangMen,ZhongShan,78.29635920048
JiangMen,ZhuHai,27.867375356760004
ShenZhen,ZhaoQing,10.986265584000002
ShenZhen,ZhongShan,36.36285908796
ShenZhen,ZhuHai,25.707909618000002
ZhaoQing,ZhongShan,9.5291580348
ZhaoQing,ZhuHai,4.231404711
ZhongShan,ZhuHai,237.30143630904
