city1,city2,scaled_flow
DongGuan,FoShan,70.32057359746516
DongGuan,GuangZhou,287.30070639204155
DongGuan,HuiZhou,242.17700709865977
DongGuan,JiangMen,19.93281755473049
DongGuan,ShenZhen,615.8257207539772
DongGuan,ZhaoQing,15.192050096191469
DongGuan,ZhongShan,35.24202201390219
DongGuan,ZhuHai,17.041726866905307
FoShan,GuangZhou,714.2513965634171
FoShan,HuiZhou,25.7911329716129
FoShan,JiangMen,100.3378461711509
FoShan,ShenZhen,63.77781244854943
FoShan,ZhaoQing,125.93869413460146
FoShan,ZhongShan,140.59444828364207
FoShan,ZhuHai,25.224677427821025
GuangZhou,HuiZhou,107.01583997341933
GuangZhou,JiangMen,74.03645930834548
GuangZhou,ShenZhen,202.79842184697185
GuangZhou,ZhaoQing,80.12149471981684
GuangZhou,ZhongShan,94.58405076792924
GuangZhou,ZhuHai,52.82634175986679
HuiZhou,JiangMen,5.598210028382935
HuiZhou,ShenZhen,373.404110837769
HuiZhou,ZhaoQing,4.960892529215402
HuiZhou,ZhongShan,10.175790017481791
HuiZhou,ZhuHai,6.10878119783975
JiangMen,ShenZhen,23.77288030263059
JiangMen,ZhaoQing,11.285834835746098
JiangMen,ZhongShan,83.57096763878462
JiangMen,ZhuHai,31.983011486859525
ShenZhen,ZhaoQing,13.45310199672425
ShenZhen,ZhongShan,57.36090483975859
ShenZhen,ZhuHai,33.89543726002914
ZhaoQing,ZhongShan,11.461351874347553
ZhaoQing,ZhuHai,5.008482285752342
ZhongShan,ZhuHai,242.44238548837464
