city1,city2,scaled_flow
DongGuan,FoShan,59.159410697781475
DongGuan,GuangZhou,256.0732464054568
DongGuan,HuiZhou,213.56148982319257
DongGuan,JiangMen,16.16502162586889
DongGuan,ShenZhen,565.452890882822
DongGuan,ZhaoQing,11.886483370926117
DongGuan,ZhongShan,29.16353234273882
DongGuan,ZhuHai,13.250456181552547
FoShan,GuangZhou,676.2471932245036
FoShan,HuiZhou,19.41531597604995
FoShan,JiangMen,87.17926511365661
FoShan,ShenZhen,52.59771414093654
FoShan,ZhaoQing,112.06575449112175
FoShan,ZhongShan,133.22011100913218
FoShan,ZhuHai,18.69398214240999
GuangZhou,HuiZhou,88.63602293406869
GuangZhou,JiangMen,61.07731046983143
GuangZhou,ShenZhen,177.1821104939813
GuangZhou,ZhaoQing,67.69745271204162
GuangZhou,ZhongShan,84.96177752247661
GuangZhou,ZhuHai,43.97341198768783
HuiZhou,JiangMen,4.209208947683663
HuiZhou,ShenZhen,337.40820079555874
HuiZhou,ZhaoQing,3.4212981544183143
HuiZhou,ZhongShan,7.8711015622476594
HuiZhou,ZhuHai,4.804353237015608
JiangMen,ShenZhen,18.403834661044748
JiangMen,ZhaoQing,9.070482151367326
JiangMen,ZhongShan,77.8975665015484
JiangMen,ZhuHai,29.959607459612894
ShenZhen,ZhaoQing,9.664499050501563
ShenZhen,ZhongShan,43.03348010042872
ShenZhen,ZhuHai,27.609880945073883
ZhaoQing,ZhongShan,9.177262265294484
ZhaoQing,ZhuHai,3.413015765007283
ZhongShan,ZhuHai,233.63352539411864
