city1,city2,scaled_flow
DongGuan,FoShan,61.93514264782104
DongGuan,GuangZhou,247.50934624283045
DongGuan,HuiZhou,197.35912648762536
DongGuan,JiangMen,16.30219763796462
DongGuan,ShenZhen,547.3576836294444
DongGuan,ZhaoQing,10.947099951945887
DongGuan,ZhongShan,30.651198843746094
DongGuan,ZhuHai,12.348314937515088
FoShan,GuangZhou,635.9278914121751
FoShan,HuiZhou,19.452188659167525
FoShan,JiangMen,81.61177731617482
FoShan,ShenZhen,52.149240360374606
FoShan,ZhaoQing,99.77368916730904
FoShan,ZhongShan,125.42745866197711
FoShan,ZhuHai,18.34624341425182
GuangZhou,HuiZhou,84.6714411646202
GuangZhou,JiangMen,61.74567616379191
GuangZhou,ShenZhen,172.52373710494908
GuangZhou,ZhaoQing,61.87020521585433
GuangZhou,ZhongShan,84.89534208106141
GuangZhou,ZhuHai,41.7764531690073
HuiZhou,JiangMen,4.075138283750261
HuiZhou,ShenZhen,315.7093045546389
HuiZhou,ZhaoQing,3.204806175646201
HuiZhou,ZhongShan,7.524008272770031
HuiZhou,ZhuHai,4.382956808728408
JiangMen,ShenZhen,15.927377857997921
JiangMen,ZhaoQing,8.060709604607702
JiangMen,ZhongShan,70.76927599391051
JiangMen,ZhuHai,25.88986828590219
ShenZhen,ZhaoQing,8.710843453436002
ShenZhen,ZhongShan,32.523957614847035
ShenZhen,ZhuHai,22.83393233762747
ZhaoQing,ZhongShan,8.581671501602496
ZhaoQing,ZhuHai,3.4086115150052025
ZhongShan,ZhuHai,218.76591944562335
