city1,city2,scaled_flow
DongGuan,FoShan,68.52509592267221
DongGuan,GuangZhou,278.44367015316953
DongGuan,HuiZhou,254.61027458668474
DongGuan,JiangMen,18.528663679117585
DongGuan,ShenZhen,600.0041573270635
DongGuan,ZhaoQing,13.604960450472426
DongGuan,ZhongShan,36.423709504819975
DongGuan,ZhuHai,18.225840637386057
FoShan,GuangZhou,684.0968460326033
FoShan,HuiZhou,31.489928670530688
FoShan,JiangMen,91.44417078775442
FoShan,ShenZhen,65.32027431471383
FoShan,ZhaoQing,115.27698877113838
FoShan,ZhongShan,135.22126220222685
FoShan,ZhuHai,25.78501192720083
GuangZhou,HuiZhou,127.56616057198747
GuangZhou,JiangMen,67.20133716400832
GuangZhou,ShenZhen,204.09309206297604
GuangZhou,ZhaoQing,74.89794744636835
GuangZhou,ZhongShan,94.34243037678667
GuangZhou,ZhuHai,57.47734487309468
HuiZhou,JiangMen,5.624082233831425
HuiZhou,ShenZhen,369.53965442689696
HuiZhou,ZhaoQing,5.177153325390218
HuiZhou,ZhongShan,12.721815467363161
HuiZhou,ZhuHai,7.2773758305515095
JiangMen,ShenZhen,24.01852038780438
JiangMen,ZhaoQing,9.369741044079085
JiangMen,ZhongShan,77.94914944244331
JiangMen,ZhuHai,28.32048189132987
ShenZhen,ZhaoQing,12.12191370464516
ShenZhen,ZhongShan,75.29658947569199
ShenZhen,ZhuHai,38.699100661935475
ZhaoQing,ZhongShan,10.348125439804374
ZhaoQing,ZhuHai,4.826267535671175
ZhongShan,ZhuHai,240.9279447955879
