city1,city2,scaled_flow
DongGuan,FoShan,66.6116981628387
DongGuan,GuangZhou,287.83264158464516
DongGuan,HuiZhou,227.14940151638712
DongGuan,JiangMen,18.015513730838705
DongGuan,ShenZhen,638.5939568012902
DongGuan,ZhaoQing,14.609645838580645
DongGuan,ZhongShan,33.68960528516129
DongGuan,ZhuHai,15.20605027045161
FoShan,GuangZhou,731.4359466332901
FoShan,HuiZhou,21.75432228464516
FoShan,JiangMen,90.64652227896775
FoShan,ShenZhen,59.77945703148389
FoShan,ZhaoQing,122.13101136309677
FoShan,ZhongShan,142.53764134993546
FoShan,ZhuHai,20.934167135225806
GuangZhou,HuiZhou,99.33261779729031
GuangZhou,JiangMen,69.34716515612902
GuangZhou,ShenZhen,198.05448520451614
GuangZhou,ZhaoQing,75.0731834740645
GuangZhou,ZhongShan,96.54911354670969
GuangZhou,ZhuHai,53.69423680567742
HuiZhou,JiangMen,4.566334570838709
HuiZhou,ShenZhen,372.0787011104517
HuiZhou,ZhaoQing,4.053772283225808
HuiZhou,ZhongShan,8.43901027316129
HuiZhou,ZhuHai,5.28605441767742
JiangMen,ShenZhen,18.28319982967742
JiangMen,ZhaoQing,9.540487935870967
JiangMen,ZhongShan,79.64332079341935
JiangMen,ZhuHai,27.215641466709677
ShenZhen,ZhaoQing,11.610470295870968
ShenZhen,ZhongShan,36.80073719070968
ShenZhen,ZhuHai,29.446410469935486
ZhaoQing,ZhongShan,11.634656430193546
ZhaoQing,ZhuHai,3.846672133548387
ZhongShan,ZhuHai,248.01638685677415
