city1,city2,scaled_flow
DongGuan,FoShan,70.95103578730489
DongGuan,GuangZhou,286.2445377094652
DongGuan,HuiZhou,232.94655445362326
DongGuan,JiangMen,18.470596992836626
DongGuan,ShenZhen,622.18715481369
DongGuan,ZhaoQing,13.692201963883452
DongGuan,ZhongShan,35.49249959641623
DongGuan,ZhuHai,16.14129028936108
FoShan,GuangZhou,715.3765313846536
FoShan,HuiZhou,23.697436459279917
FoShan,JiangMen,91.98579642937773
FoShan,ShenZhen,62.13327417706138
FoShan,ZhaoQing,118.42833545014774
FoShan,ZhongShan,143.55359144664726
FoShan,ZhuHai,23.42924278400416
GuangZhou,HuiZhou,101.65029348193548
GuangZhou,JiangMen,67.65073728349635
GuangZhou,ShenZhen,199.65499503272838
GuangZhou,ZhaoQing,75.41007418028303
GuangZhou,ZhongShan,96.04756732746306
GuangZhou,ZhuHai,50.40012092182725
HuiZhou,JiangMen,4.789482280632674
HuiZhou,ShenZhen,364.26792192368356
HuiZhou,ZhaoQing,4.21112151698647
HuiZhou,ZhongShan,9.314395492195631
HuiZhou,ZhuHai,5.471946225028097
JiangMen,ShenZhen,18.155311671408953
JiangMen,ZhaoQing,9.546346837985432
JiangMen,ZhongShan,80.57766347745266
JiangMen,ZhuHai,28.704524025165448
ShenZhen,ZhaoQing,11.666945426347553
ShenZhen,ZhongShan,37.83627646726326
ShenZhen,ZhuHai,26.874046305664926
ZhaoQing,ZhongShan,10.116657624399583
ZhaoQing,ZhuHai,4.423229158101977
ZhongShan,ZhuHai,242.50861170737977
